Fecha,Audiencia,Campaña,Ventas,Alcance,Importe gastado (USD),Impresiones,Clics en el enlace,Clics (todos)
9/14/2023,"4. HI, HE, Morocco",Donation TD - General Emergency: Sep 23,,28518,91.34,33420,244,2085
9/14/2023,6. Emergency donor lookalikes 10%,Donation TD - General Emergency: Sep 23,1,33819,91.8,39455,244,1858
9/15/2023,5. Emergency donors,Donation TD - General Emergency: Sep 23,,55,1,100,,0
9/15/2023,5. Emergency donors,Donation TD - Natural Distasters - Sep 23,,227,7.76,687,2,5
9/15/2023,"4. HI, HE, Morocco",Donation TD - Natural Distasters - Sep 23,,4827,22.16,5520,19,107
9/15/2023,"2. HI, HE, Humanitarian",Donation TD - Natural Distasters - Sep 23,,10943,46.66,13259,55,257
9/15/2023,"3. HI, HE, Int travel",Donation TD - Natural Distasters - Sep 23,,11412,46.89,13709,51,258
9/15/2023,6. Emergency donor lookalikes 10%,Donation TD - Natural Distasters - Sep 23,,21016,82.73,24298,66,364
9/15/2023,1. Donor lookalikes 10%,Donation TD - Natural Distasters - Sep 23,,22403,84.63,25971,82,390
9/15/2023,"4. HI, HE, Morocco",Donation TD - General Emergency: Sep 23,,24213,89.69,27113,218,1523
9/15/2023,6. Emergency donor lookalikes 10%,Donation TD - General Emergency: Sep 23,,27651,89.36,30625,177,1160
9/16/2023,5. Emergency donors,Donation TD - Natural Distasters - Sep 23,,196,4.5,502,,2
9/16/2023,"2. HI, HE, Humanitarian",Donation TD - Natural Distasters - Sep 23,,11592,41.76,13219,32,166
9/16/2023,"3. HI, HE, Int travel",Donation TD - Natural Distasters - Sep 23,,12080,41.35,13489,53,204
9/16/2023,6. Emergency donor lookalikes 10%,Donation TD - General Emergency: Sep 23,,20316,84.13,23215,140,906
9/16/2023,6. Emergency donor lookalikes 10%,Donation TD - Natural Distasters - Sep 23,,21515,84.64,24098,82,337
9/16/2023,"4. HI, HE, Morocco",Donation TD - General Emergency: Sep 23,,21905,93.76,26291,163,1155
9/16/2023,1. Donor lookalikes 10%,Donation TD - Natural Distasters - Sep 23,,23742,84.56,25956,70,361
9/17/2023,6. Emergency donor lookalikes 10%,Donation TD - Natural Distasters - Sep 23,,17183,53.02,20374,67,294
9/17/2023,1. Donor lookalikes 10%,Donation TD - Natural Distasters - Sep 23,1,18839,53.21,21625,62,278
9/17/2023,"4. HI, HE, Morocco",Donation TD - General Emergency: Sep 23,,21146,53.68,25903,124,820
9/18/2023,4. Donors & Leads,Donation TD - Back to School: Sep 23,,1547,30.8,3623,10,55
9/18/2023,6. Emergency donor lookalikes 10%,Donation TD - Natural Distasters - Sep 23,,7531,17.35,8386,26,90
9/18/2023,"4. HI, HE, Morocco",Donation TD - General Emergency: Sep 23,1,11686,21.43,13637,47,331
9/18/2023,1. Donor lookalikes 10%,Donation TD - Natural Distasters - Sep 23,,21112,52.84,25468,66,335
9/18/2023,1. Donor lookalikes 10%,Donation TD - Back to School: Sep 23,,22917,52.61,26635,23,595
9/18/2023,"3. HI, HE, Int travel",Donation TD - Back to School: Sep 23,,22857,52.83,27092,35,544
9/19/2023,1. Donor lookalikes 10%,Donation TD - Natural Distasters - Sep 23,,11312,31.74,13084,35,180
9/19/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods - Sep 23,,22306,64.97,24427,185,1516
9/19/2023,1. Donor lookalikes 10%,Donation TD - Greece Floods - Sep 23,,29132,63.03,34918,280,2055
9/19/2023,4. Website & Facebook retargeting,Donation TD - Greece Floods - Sep 23,,30288,62.93,35228,269,2078
9/19/2023,"2. HI, HE",Donation TD - Greece Floods - Sep 23,2,52259,129.44,68666,553,4428
9/20/2023,1. Donor lookalikes 10%,Donation TD - Greece Floods - Sep 23,,30288,83.34,34943,279,1891
9/20/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods - Sep 23,1,69370,187.2,84803,583,4057
9/20/2023,4. Website & Facebook retargeting,Donation TD - Greece Floods - Sep 23,2,89204,221.92,110565,772,4970
9/20/2023,"2. HI, HE",Donation TD - Greece Floods - Sep 23,,108200,351.26,148718,1123,8112
9/21/2023,1. Donor lookalikes 10%,Donation TD - Greece Floods - Sep 23,,25171,74.87,27567,254,1644
9/21/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods - Sep 23,2,73418,207.47,99025,665,4342
9/21/2023,"2. HI, HE",Donation TD - Greece Floods - Sep 23,1,98892,301.65,135446,912,6065
9/21/2023,4. Website & Facebook retargeting,Donation TD - Greece Floods - Sep 23,1,100201,292.39,137207,958,6262
9/22/2023,"2. HI, HE",Donation TD - Greece Floods - Sep 23,,31944,93.17,37160,262,1571
9/22/2023,4. Website & Facebook retargeting,Donation TD - Greece Floods - Sep 23,,34299,101.14,38865,257,1681
9/22/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods - Sep 23,2,69030,220.44,82614,645,3770
9/23/2023,4. Website & Facebook retargeting,Donation TD - Greece Floods - Sep 23,1,24787,100.32,27154,265,1656
9/23/2023,"2. HI, HE",Donation TD - Greece Floods - Sep 23,2,42967,155.7,48411,425,2595
9/23/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods - Sep 23,4,81372,406.96,98952,1012,6016
9/24/2023,4. Website & Facebook retargeting,Donation TD - Greece Floods - Sep 23,1,22178,105.28,24388,256,1362
9/24/2023,"2. HI, HE",Donation TD - Greece Floods - Sep 23,1,58835,210.32,65485,586,3329
9/24/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods - Sep 23,2,90993,446.28,104275,1115,5642
9/25/2023,4. Website & Facebook retargeting,Donation TD - Greece Floods - Sep 23,1,25869,101.27,28470,249,1557
9/25/2023,"2. HI, HE",Donation TD - Greece Floods - Sep 23,,51440,170.76,56998,347,2320
9/25/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods - Sep 23,1,64222,275.01,71308,654,3326
9/26/2023,"2. HI, HE",Donation TD - Greece Floods - Sep 23,2,24148,100.5,26610,144,653
9/26/2023,4. Website & Facebook retargeting,Donation TD - Greece Floods - Sep 23,,33160,101.78,35247,175,1086
9/26/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods - Sep 23,1,44520,200.7,49115,302,1281
9/27/2023,1. Donor lookalikes 10%,Donation TD - Greece Floods - Sep 23,,2409,12.02,2514,8,122
9/27/2023,4. Website & Facebook retargeting,Donation TD - Greece Floods - Sep 23,,23761,76.74,24624,130,897
9/27/2023,"2. HI, HE",Donation TD - Greece Floods - Sep 23,,38101,172.48,42391,215,1963
9/27/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods - Sep 23,5,40859,198.69,47464,314,1989
9/28/2023,4. Website & Facebook retargeting,Donation TD - Greece Floods - Sep 23,1,12421,48.63,14151,52,686
9/28/2023,"2. HI, HE",Donation TD - Greece Floods - Sep 23,3,42244,195.64,52781,233,3058
9/28/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods - Sep 23,,48110,192.68,55053,251,2209
9/29/2023,4. Website & Facebook retargeting,Donation TD - Greece Floods - Sep 23,1,5364,54.99,5667,19,201
9/29/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods - Sep 23,1,37957,295.53,42964,159,1439
9/29/2023,"2. HI, HE",Donation TD - Greece Floods - Sep 23,5,42835,285.04,48617,149,1691
9/30/2023,4. Website & Facebook retargeting,Donation TD - Greece Floods - Sep 23,,9333,41.29,10445,29,333
9/30/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods - Sep 23,2,21722,86.68,23637,78,730
9/30/2023,"2. HI, HE",Donation TD - Greece Floods - Sep 23,6,42037,174.03,47917,146,1627
10/1/2023,4. Website & Facebook retargeting,Donation TD - Greece Floods - Sep 23,1,13462,51.78,14733,32,380
10/1/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods - Sep 23,1,26924,102.98,30561,84,722
10/1/2023,"2. HI, HE",Donation TD - Greece Floods - Sep 23,1,47771,164.42,53070,135,1440
10/2/2023,4. Website & Facebook retargeting,Donation TD - Greece Floods - Sep 23,,15906,48.77,16842,32,344
10/2/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods - Sep 23,1,25570,97.69,28364,77,627
10/2/2023,"2. HI, HE",Donation TD - Greece Floods - Sep 23,1,28198,96.64,30983,59,694
10/3/2023,4. Website & Facebook retargeting,Donation TD - Greece Floods - Sep 23,,16903,50.78,17844,34,429
10/3/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods - Sep 23,1,26264,101.83,29142,90,703
10/3/2023,"2. HI, HE",Donation TD - Greece Floods - Sep 23,,28856,99.91,31259,78,785
10/4/2023,4. Website & Facebook retargeting,Donation TD - Greece Floods - Sep 23,,13769,49.15,14608,27,315
10/4/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods - Sep 23,,22935,98.52,25734,75,613
10/4/2023,"2. HI, HE",Donation TD - Greece Floods - Sep 23,1,30594,97.52,33045,58,661
10/5/2023,4. Website & Facebook retargeting,Donation TD - Greece Floods - Sep 23,2,15116,69.26,17080,34,461
10/5/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods - Sep 23,3,24404,97.19,27251,61,481
10/5/2023,"2. HI, HE",Donation TD - Greece Floods - Sep 23,1,48454,137.64,51168,77,803
10/6/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods - Sep 23,1,26451,98.81,29017,77,589
10/6/2023,4. Website & Facebook retargeting,Donation TD - Greece Floods - Sep 23,,27175,94.35,29471,47,588
10/6/2023,"2. HI, HE",Donation TD - Greece Floods - Sep 23,1,60432,190.07,65733,103,1310
10/7/2023,4. Website & Facebook retargeting,Donation TD - Greece Floods - Sep 23,,27032,71.04,27863,39,600
10/7/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods - Sep 23,2,51045,155.48,55471,116,1203
10/7/2023,"2. HI, HE",Donation TD - Greece Floods - Sep 23,1,66834,195.99,72672,118,1684
10/8/2023,4. Website & Facebook retargeting,Donation TD - Greece Floods - Sep 23,1,23236,52.09,23863,34,455
10/8/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods - Sep 23,,91272,208.42,98484,148,1845
10/8/2023,"2. HI, HE",Donation TD - Greece Floods - Sep 23,1,91966,208.62,99545,150,1950
10/9/2023,1. Donors & Leads,Donation TD - Greece Floods 2.0 - Oct 23,,3096,41.54,6259,57,273
10/9/2023,5. Web & FB retargeting,Donation TD - Greece Floods 2.0 - Oct 23,,15812,40.7,18477,202,979
10/9/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods 2.0 - Oct 23,,17553,41.24,19209,176,879
10/9/2023,4. Website & Facebook retargeting,Donation TD - Greece Floods - Sep 23,,20611,40.92,20996,23,450
10/9/2023,"4. HI, HE, Humanitarian",Donation TD - Greece Floods 2.0 - Oct 23,,20094,43.85,22223,216,1035
10/9/2023,"2. HI, HE",Donation TD - Greece Floods 2.0 - Oct 23,1,20587,43.49,22686,227,1014
10/9/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods - Sep 23,,57551,103.83,61777,57,1371
10/9/2023,"2. HI, HE",Donation TD - Greece Floods - Sep 23,,72448,132.22,77930,96,1571
10/10/2023,1. Donors & Leads,Donation TD - Greece Floods 2.0 - Oct 23,3,4688,119.95,13013,100,363
10/10/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods 2.0 - Oct 23,,26483,96.02,31543,245,1252
10/10/2023,5. Web & FB retargeting,Donation TD - Greece Floods 2.0 - Oct 23,,24974,95.87,35451,396,1731
10/10/2023,"4. HI, HE, Humanitarian",Donation TD - Greece Floods 2.0 - Oct 23,1,35126,95.93,42417,376,1729
10/10/2023,"2. HI, HE",Donation TD - Greece Floods 2.0 - Oct 23,1,60336,169.27,73473,554,2454
10/11/2023,1. Donors & Leads,Donation TD - Greece Floods 2.0 - Oct 23,,5579,187.02,16572,94,316
10/11/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods 2.0 - Oct 23,1,19528,97.16,22189,167,760
10/11/2023,5. Web & FB retargeting,Donation TD - Greece Floods 2.0 - Oct 23,1,22170,62.62,24812,157,587
10/11/2023,"4. HI, HE, Humanitarian",Donation TD - Greece Floods 2.0 - Oct 23,2,27030,96.56,29192,188,862
10/11/2023,"2. HI, HE",Donation TD - Greece Floods 2.0 - Oct 23,4,52511,188.09,57781,383,1644
10/12/2023,1. Donors & Leads,Donation TD - Greece Floods 2.0 - Oct 23,4,5202,173.76,14617,78,212
10/12/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods 2.0 - Oct 23,1,18773,96.74,20526,138,637
10/12/2023,5. Web & FB retargeting,Donation TD - Greece Floods 2.0 - Oct 23,1,22650,77.31,24219,198,821
10/12/2023,"4. HI, HE, Humanitarian",Donation TD - Greece Floods 2.0 - Oct 23,1,41543,156.71,44739,337,1550
10/12/2023,"2. HI, HE",Donation TD - Greece Floods 2.0 - Oct 23,,64397,254.51,71342,589,2400
10/13/2023,1. Donors & Leads,Donation TD - Greece Floods 2.0 - Oct 23,1,5581,218.53,17195,69,196
10/13/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods 2.0 - Oct 23,1,18564,103.67,21014,153,697
10/13/2023,5. Web & FB retargeting,Donation TD - Greece Floods 2.0 - Oct 23,1,21937,96.74,25059,221,927
10/13/2023,"4. HI, HE, Humanitarian",Donation TD - Greece Floods 2.0 - Oct 23,1,44655,193.16,49596,370,1848
10/13/2023,"2. HI, HE",Donation TD - Greece Floods 2.0 - Oct 23,3,67977,290.35,76007,621,2689
10/14/2023,1. Donors & Leads,Donation TD - Greece Floods 2.0 - Oct 23,1,5791,213.28,17440,77,177
10/14/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods 2.0 - Oct 23,3,20155,102.2,21688,158,694
10/14/2023,5. Web & FB retargeting,Donation TD - Greece Floods 2.0 - Oct 23,1,33769,95.45,36564,203,845
10/14/2023,"4. HI, HE, Humanitarian",Donation TD - Greece Floods 2.0 - Oct 23,,48682,190.45,53013,345,1569
10/14/2023,"2. HI, HE",Donation TD - Greece Floods 2.0 - Oct 23,2,69289,285.84,74688,546,2419
10/15/2023,1. Donors & Leads,Donation TD - Greece Floods 2.0 - Oct 23,1,4501,137.34,10976,41,97
10/15/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods 2.0 - Oct 23,,20487,102.29,22250,123,609
10/15/2023,"4. HI, HE, Humanitarian",Donation TD - Greece Floods 2.0 - Oct 23,,24407,102.88,26156,180,818
10/15/2023,5. Web & FB retargeting,Donation TD - Greece Floods 2.0 - Oct 23,2,35351,100.57,38370,255,979
10/15/2023,"2. HI, HE",Donation TD - Greece Floods 2.0 - Oct 23,,44701,202.77,49650,362,1532
10/16/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,226,5.97,562,3,10
10/16/2023,1. Donors & Leads,Donation TD - Greece Floods 2.0 - Oct 23,,1927,51.76,5466,13,38
10/16/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,,9119,37.35,9292,38,474
10/16/2023,"2. HI, HE",Donation TD - Gaza - Oct 23,1,12665,37.54,13869,72,778
10/16/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,,12784,37.86,14043,104,804
10/16/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods 2.0 - Oct 23,1,24134,98.04,25933,135,497
10/16/2023,5. Web & FB retargeting,Donation TD - Greece Floods 2.0 - Oct 23,1,35445,98.73,39333,200,811
10/17/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,288,23.21,1623,4,17
10/17/2023,1. Donors & Leads,Donation TD - Greece Floods 2.0 - Oct 23,,1959,57.88,5458,22,47
10/17/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods 2.0 - Oct 23,1,27487,118.69,30103,227,941
10/17/2023,5. Web & FB retargeting,Donation TD - Greece Floods 2.0 - Oct 23,,31918,118.2,35213,293,1288
10/17/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,3,46722,222.81,55960,249,2155
10/17/2023,"2. HI, HE",Donation TD - Gaza - Oct 23,1,48781,182.02,56396,269,3227
10/17/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,1,47788,212.9,64503,321,3328
10/18/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,284,20.48,1538,4,12
10/18/2023,5. Web & FB retargeting,Donation TD - Greece Floods 2.0 - Oct 23,1,25205,187.96,33680,431,1790
10/18/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods 2.0 - Oct 23,1,43775,194.6,47161,320,1460
10/18/2023,"2. HI, HE",Donation TD - Gaza - Oct 23,2,45239,199.64,54890,238,2632
10/18/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,,80126,371.97,98172,429,4022
10/18/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,4,85914,407.79,104397,402,4062
10/19/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,288,26.26,1710,3,18
10/19/2023,5. Web & FB retargeting,Donation TD - Greece Floods 2.0 - Oct 23,1,16259,94.13,19235,215,752
10/19/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods 2.0 - Oct 23,,37183,168.88,39915,254,1107
10/19/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,2,35493,188.43,42385,159,1163
10/19/2023,"2. HI, HE",Donation TD - Gaza - Oct 23,1,39323,184.21,45955,142,1230
10/19/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,,52157,299.94,61807,217,1711
10/20/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,1,291,27.71,1716,2,6
10/20/2023,5. Web & FB retargeting,Donation TD - Greece Floods 2.0 - Oct 23,4,16750,94.73,19952,195,747
10/20/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods 2.0 - Oct 23,2,23528,96.48,24672,144,607
10/20/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,,45547,176.88,51979,138,1213
10/20/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,3,47310,230.48,56024,152,1042
10/20/2023,"2. HI, HE",Donation TD - Gaza - Oct 23,,49440,189.66,57627,190,1318
10/21/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,275,22.53,1405,2,8
10/21/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods 2.0 - Oct 23,,22149,95.95,23092,160,652
10/21/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,,22960,97.1,26641,62,579
10/21/2023,5. Web & FB retargeting,Donation TD - Greece Floods 2.0 - Oct 23,,29294,105.91,31578,254,903
10/21/2023,"2. HI, HE",Donation TD - Gaza - Oct 23,,30209,112.33,35069,97,721
10/21/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,2,70832,290.38,87602,278,1581
10/22/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,266,15.71,1386,,4
10/22/2023,"2. HI, HE",Donation TD - Gaza - Oct 23,,6910,24.87,7315,18,170
10/22/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods 2.0 - Oct 23,1,26014,103.4,27598,168,621
10/22/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,1,27168,101.83,32635,84,711
10/22/2023,5. Web & FB retargeting,Donation TD - Greece Floods 2.0 - Oct 23,1,36208,104.16,37471,213,798
10/22/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,,92025,305.62,112716,322,1847
10/23/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,256,12.15,1307,3,4
10/23/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods 2.0 - Oct 23,,28976,102.71,29296,113,501
10/23/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,,27640,103.42,33038,80,738
10/23/2023,5. Web & FB retargeting,Donation TD - Greece Floods 2.0 - Oct 23,2,38425,102.88,40774,196,676
10/23/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,2,53885,160.02,63809,194,984
10/24/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,257,15.45,1442,3,9
10/24/2023,1. Donors & Leads,Donation TD - Greece Floods 2.0 - Oct 23,,1709,44.18,4799,5,76
10/24/2023,"7. HI, HE, Int travel",Donation TD - Greece Floods 2.0 - Oct 23,,14660,63.44,16601,13,610
10/24/2023,"8. HI, HE, Charity",Donation TD - Greece Floods 2.0 - Oct 23,,15595,63.42,17493,25,583
10/24/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods 2.0 - Oct 23,1,23877,102.94,25531,116,500
10/24/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,1,24736,102.26,28132,72,474
10/24/2023,5. Web & FB retargeting,Donation TD - Greece Floods 2.0 - Oct 23,,33320,102.47,35056,229,730
10/24/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,2,46412,132.05,52899,180,889
10/25/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,152,4.75,289,,0
10/25/2023,1. Donors & Leads,Donation TD - Greece Floods 2.0 - Oct 23,,1357,29.52,2590,2,43
10/25/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,,6961,35.85,7706,20,215
10/25/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods 2.0 - Oct 23,,9164,40.26,9456,78,316
10/25/2023,"7. HI, HE, Int travel",Donation TD - Greece Floods 2.0 - Oct 23,,10462,38.65,11321,15,556
10/25/2023,5. Web & FB retargeting,Donation TD - Greece Floods 2.0 - Oct 23,,11171,39.11,11668,68,263
10/25/2023,"8. HI, HE, Charity",Donation TD - Greece Floods 2.0 - Oct 23,,11323,39.39,11862,9,592
10/25/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,,17431,61.28,18383,68,397
10/31/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,273,20.27,1365,3,10
10/31/2023,1. Donors & Leads,Donation TD - Greece Floods 2.0 - Oct 23,,1697,31.89,4224,,44
10/31/2023,5. Web & FB retargeting,Donation TD - Greece Floods 2.0 - Oct 23,,18547,83.03,22186,201,837
10/31/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods 2.0 - Oct 23,,21101,84.3,23194,164,682
10/31/2023,"7. HI, HE, Int travel",Donation TD - Greece Floods 2.0 - Oct 23,,28813,86.19,31449,18,1302
10/31/2023,"8. HI, HE, Charity",Donation TD - Greece Floods 2.0 - Oct 23,,29872,85.61,31902,21,1247
10/31/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,4,31172,156.84,37471,128,786
10/31/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,4,51625,250.29,63496,207,1919
11/1/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,1,293,28.64,1873,3,11
11/1/2023,1. Donors & Leads,Donation TD - Greece Floods 2.0 - Oct 23,,920,12.4,1367,1,21
11/1/2023,5. Web & FB retargeting,Donation TD - Greece Floods 2.0 - Oct 23,,3722,16.85,4005,38,176
11/1/2023,"8. HI, HE, Charity",Donation TD - Greece Floods 2.0 - Oct 23,,4482,13.31,4612,3,217
11/1/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods 2.0 - Oct 23,1,13906,50.29,14586,88,405
11/1/2023,"7. HI, HE, Int travel",Donation TD - Greece Floods 2.0 - Oct 23,,19418,49.29,20183,19,685
11/1/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,5,78091,418.19,95568,276,1916
11/1/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,3,107226,447.94,132792,363,2613
11/2/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,1,296,25.38,1840,2,16
11/2/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods 2.0 - Oct 23,,9456,47.72,10129,75,322
11/2/2023,5. Meta and Web Retargeting,Donation TD - Gaza - Oct 23,2,9542,48.11,12288,71,678
11/2/2023,"7. HI, HE, Int travel",Donation TD - Greece Floods 2.0 - Oct 23,,11880,49.13,12632,9,280
11/2/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,12,152278,652.99,189437,598,3243
11/2/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,13,185771,834.65,230479,603,3876
11/3/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,265,19.99,1556,3,7
11/3/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods 2.0 - Oct 23,,8289,49.86,8769,63,248
11/3/2023,"7. HI, HE, Int travel",Donation TD - Greece Floods 2.0 - Oct 23,,8753,50.18,10034,7,269
11/3/2023,5. Meta and Web Retargeting,Donation TD - Gaza - Oct 23,,16883,100.35,24258,133,1438
11/3/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,12,179475,765.68,228093,713,3761
11/3/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,12,194922,959.17,237339,581,3295
11/4/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,287,26.37,1723,2,8
11/4/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods 2.0 - Oct 23,,6737,48.43,7514,68,251
11/4/2023,"7. HI, HE, Int travel",Donation TD - Greece Floods 2.0 - Oct 23,,7755,47.91,8941,6,230
11/4/2023,5. Meta and Web Retargeting,Donation TD - Gaza - Oct 23,2,14627,89.22,22550,121,1018
11/4/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,8,188853,763.88,231194,582,3302
11/4/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,9,198227,963.35,246494,601,3356
11/5/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,278,23.54,1649,1,6
11/5/2023,3. Lead lookalikes 10%,Donation TD - Greece Floods 2.0 - Oct 23,,2710,19.74,2851,20,91
11/5/2023,"7. HI, HE, Int travel",Donation TD - Greece Floods 2.0 - Oct 23,,3137,18.31,3324,2,103
11/5/2023,5. Meta and Web Retargeting,Donation TD - Gaza - Oct 23,1,23336,169.29,38096,170,1371
11/5/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,3,160048,558.13,183061,567,2955
11/5/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,12,178774,780.77,215388,529,3249
11/6/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,1,287,23.56,1777,1,6
11/6/2023,5. Meta and Web Retargeting,Donation TD - Gaza - Oct 23,4,29731,204.86,48200,208,1556
11/6/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,3,114266,377.77,133704,415,2151
11/6/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,8,139318,539.3,160854,357,1984
11/7/2023,"7. HI, HE, Int travel",Donation TD - Greece Floods 2.0 - Oct 23,1,0,0,0,,0
11/7/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,286,24.46,1714,1,7
11/7/2023,5. Meta and Web Retargeting,Donation TD - Gaza - Oct 23,,27229,164.56,40333,145,1250
11/7/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,3,94395,275.22,106451,416,1980
11/7/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,7,95977,398,113273,273,1432
11/8/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,272,22.83,1549,1,7
11/8/2023,5. Meta and Web Retargeting,Donation TD - Gaza - Oct 23,2,24446,97.52,31444,113,809
11/8/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,2,78858,196.7,90290,266,1411
11/8/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,5,111928,392.97,131658,333,1703
11/9/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,266,18.92,1559,2,7
11/9/2023,5. Meta and Web Retargeting,Donation TD - Gaza - Oct 23,2,28325,98.22,32064,84,726
