Week,Campaign status,Campaign,Budget name,Currency code,Budget,Budget type,Status,Status reasons,Campaign type,Interactions,Interaction rate,Avg. cost,Cost,CTR,Conversions,Clicks,Impr.,All video ad seq. impr.,Engagements,Engagement rate,Invalid clicks,Invalid click rate,Invalid Interactions,Invalid Interaction rate,Avg. CPC,Avg. CPE,Avg. CPM,Avg. CPV,Avg. target CPA optimization,Avg. target CPA,Avg. target ROAS optimization,Avg. target ROAS,Avg. target cost per in-app action,Views,View rate (In-stream),View rate (In-feed),View rate (Shorts),Watch time,Avg. watch time / impr.,Video played to 25%,Video played to 50%,Video played to 75%,Video played to 100%,Impr. (co-viewed),Impr. (Abs. Top) %,Impr. (Top) %,Number of eligible ads,Number of disapproved ads,Number of eligible keywords,Number of disapproved keywords,Number of eligible ad groups,Number of eligible responsive search ads,Ad strength details,Number of eligible sitelinks (legacy),Number of eligible sitelinks (upgraded),Number of eligible images (legacy),Number of eligible images (upgraded),Results,Results value,Download,Purchase,Signup,Viewable impr.,Non-viewable impr.,Measurable impr.,Non-measurable impr.,Measurable cost,Measurable rate,Avg. viewable CPM,Viewable CTR,Viewable impr. distrib.,Non-viewable impr. distrib.,Non-measurable impr. distrib.,Viewable rate,Cost / conv.,Conv. rate,Conv. value,Conv. value / cost,Conv. value / click,Value / conv.,Value adjustment,New customer lifetime value,Conversions (by conv. time),Conv. value (by conv. time),Value / conv. (by conv. time),All conv.,Cost / all conv.,All conv. rate,All conv. value,All conv. value / cost,All conv. value / click,Value / all conv.,All value adjustment,All new customer lifetime value,All conv. (by conv. time),All conv. value (by conv. time),Value / all conv. (by conv. time),Orders,Revenue,Avg. order value,Units sold,Avg. cart size,Gross profit,Gross profit margin,Cost of goods sold,Lead revenue,Lead units sold,Lead gross profit,Lead cost of goods sold,Cross-sell revenue,Cross-sell units sold,Cross-sell gross profit,Cross-sell cost of goods sold,Cross-device conv.,Cross-device conv. value,Cross-device conv. (by conv. time),Cross-device conv. value (by conv. time),View-through conv.,New customers,Currency code,Recommended budget,Est. add. interactions/wk (rec. budget),Est. add. cost/wk (rec. budget),Conversions (current model),Cost / conv. (current model),Conv. rate (current model),Conv. value (current model),Value / conv. (current model),Conv. value / click (current model),Conv. value / cost (current model),"Conversions (current model, by conv. time)","Conv. value (current model, by conv. time)","Value / conv. (current model, by conv. time)",Campaign ID,Campaign subtype,Bid strategy,Bid strategy type,Optimization score,Target CPA,Target ROAS,Location Goal for Target IS,Target Impression Share,Max CPC Bid Limit for Target IS,Label,Campaign group,Account optimization headroom,Conversion goals,Search impr. share,Search top IS,Search abs. top IS,Search lost IS (rank),Search lost top IS (rank),Search lost abs. top IS (rank),Search lost IS (budget),Search lost top IS (budget),Search lost abs. top IS (budget),Search exact match IS,Display impr. share,Display lost IS (rank),Display lost IS (budget),Click share,Bounce rate (UA),Pages / session (UA),Avg. session duration (seconds) (UA),% New sessions (UA),% Engaged sessions (GA4),Events / session (GA4),Avg. engagement duration per session (seconds) (GA4),Phone calls,Phone impr.,PTR,Chats,Message impr.,Chat rate,Earned likes,Earned playlist additions,Earned shares,Earned subscribers,Earned views,All changes,Budget changes,Bid changes,Keyword changes,Status changes,Targeting changes,Ad changes,Network changes,Avg. impr. freq. / user,Unique users,Avg. impr. freq. / user (7 days),Avg. impr. freq. / user (30 days),1+,2+,3+,4+,5+,10+
1/29/2024,Enabled,UNICEF | MS | Digital | Generic | Traffic, --,USD,70,Daily,Eligible,some ads disapproved,Search,0, --,0,0, --,0,0,0,0,0, --,0, --,0, --,0,0,0,0, --, --, --, --, --,0, --, --, --, --, --, --, --, --, --,0, --, --,2,1,52,36,1,2,"Pending: 2
No Ads: 0
Poor: 0
Average: 1
Good: 0
Excellent: 2",0,5,0,11,0,0,0,0,0,0,0,0,0,0, --,0, --, --, --, --, --,0,0.00%,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0, --,0,0,0,0,0,0,0,21161881663,Standard, --,Maximize Conversions (Target CPA),91.6,140, --, --, --, --, --, --,0.34%,[SIGNUP/WEBSITE], --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
2/19/2024,Enabled,UNICEF | MS | Digital | Pmax, --,USD,200,Daily,Eligible (Limited),most asset groups limited by policy,Performance Max,"17,230",6.86%,0.03,492.98,2.23%,5.77,"5,605","251,306",0,"12,029",42.83%,773,12.12%,852,4.71%,0.09,0.01,1.96,0.01, --, --, --, --, --,"7,822",29.27%,0.29%,6.48%,"515,986",19.4, --, --, --, --,"251,306", --, --,0,0,,,0,, --,,4,,0,Sign-up: 5.77,Sign-up: 86.58,0,0,5.77,0,0,0,"251,306",0,0.00%,0, --,0.00%,0.00%,100.00%, --,85.41,0.03%,86.58,0.18,0.01,15,0,0,3.71,55.67,15,7.41,66.55,0.04%,88.21,0.18,0.01,11.91,0,0,5.35,57.3,10.72,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,1,1,1,1,0,0,USD, --, --, --,5.77,85.41,0.03%,86.58,15,0.01,0.18,3.71,55.67,15,20878999332,Standard, --,Maximize Conversions (Target CPA),92.42,150, --, --, --, --, --, --,1.21%,"[DOWNLOAD/APP, PURCHASE/WEBSITE, SIGNUP/WEBSITE]", --, --, --, --, --, --, --, --, --, --, --, --, --,11.82%, --,0,0, --,20.92%,3.35,11.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
4/29/2024,Enabled,UNICEF | MS | Digital | Generic | Traffic, --,USD,70,Daily,Eligible,some ads disapproved,Search,90,7.07%,0.26,23.03,7.07%,0,90,"1,273",0,0, --,4,4.26%,4,4.26%,0.26,0,18.09,0, --,140, --, --, --,0, --, --, --, --, --, --, --, --, --,"1,273",21.37%,49.62%,2,1,52,36,1,2,"Pending: 2
No Ads: 0
Poor: 0
Average: 1
Good: 0
Excellent: 2",0,5,0,11,0,0,0,0,0,0,0,0,"1,273",0,0.00%,0, --,0.00%,0.00%,100.00%, --,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0,0.00%,0,0,0,0,0,0,0,21161881663,Standard, --,Maximize Conversions (Target CPA),91.6,140, --, --, --, --, --, --,0.34%,[SIGNUP/WEBSITE],< 10%,< 10%,< 10%,> 90%,> 90%,> 90%,0.00%,0.00%,0.00%,25.53%, --, --, --, --, --,0,0, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
2/12/2024,Enabled,UNICEF | MS | Digital | Pmax, --,USD,200,Daily,Eligible (Limited),most asset groups limited by policy,Performance Max,"22,141",7.99%,0.02,495.13,2.35%,3,"6,522","277,192",0,"16,186",38.74%,"1,084",14.25%,"1,266",5.41%,0.08,0.01,1.79,0.011, --, --, --, --, --,"10,159",26.33%,0.12%,6.26%,"725,779",18.9, --, --, --, --,"277,192", --, --,0,0,,,0,, --,,4,,0,Sign-up: 3.00,Sign-up: 45.00,0,0,3,0,0,0,"277,192",0,0.00%,0, --,0.00%,0.00%,100.00%, --,165.04,0.01%,45,0.09,0,15,0,0,3,45,15,11,45.01,0.05%,53,0.11,0,4.82,0,9.9,10,52,5.2,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,1,1,0,0,0,0,USD, --, --, --,3,165.04,0.01%,45,15,0,0.09,3,45,15,20878999332,Standard, --,Maximize Conversions (Target CPA),92.42,150, --, --, --, --, --, --,1.21%,"[DOWNLOAD/APP, PURCHASE/WEBSITE, SIGNUP/WEBSITE]", --, --, --, --, --, --, --, --, --, --, --, --, --,11.01%, --,0,0, --,24.75%,3.69,13.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
3/11/2024,Enabled,UNICEF | MS | Digital | Pmax, --,USD,200,Daily,Eligible (Limited),most asset groups limited by policy,Performance Max,"16,108",5.81%,0.03,556.29,3.30%,2,"9,163","277,443",0,"7,128",48.06%,"1,357",12.90%,"1,432",8.16%,0.06,0,2.01,0.007, --, --, --, --, --,"4,822",35.26%,0.15%,6.25%,"289,173",21.2, --, --, --, --,"277,443", --, --,0,0,,,0,, --,,4,,0,Sign-up: 2.00,Sign-up: 30.00,0,0,2,0,0,0,"277,443",0,0.00%,0, --,0.00%,0.00%,100.00%, --,278.14,0.01%,30,0.05,0,15,0,0,2,30,15,4,139.07,0.02%,32,0.06,0,8,0,0,4,32,8,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,2,278.14,0.01%,30,15,0,0.05,2,30,15,20878999332,Standard, --,Maximize Conversions (Target CPA),92.42,150, --, --, --, --, --, --,1.21%,"[DOWNLOAD/APP, PURCHASE/WEBSITE, SIGNUP/WEBSITE]", --, --, --, --, --, --, --, --, --, --, --, --, --,16.32%, --,0,0, --,23.02%,3.31,8.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
4/8/2024,Enabled,UNICEF | MS | Digital | Pmax, --,USD,200,Daily,Eligible (Limited),most asset groups limited by policy,Performance Max,"4,873",4.21%,0.04,197.37,1.58%,4.09,"1,836","115,872",0,"3,101",49.21%,111,5.70%,133,2.66%,0.11,0,1.7,0.007, --,150, --, --, --,"2,086",35.98%,0.41%,8.82%,"125,814",21.7, --, --, --, --,"115,872", --, --,0,0,,,0,, --,,4,,0,Sign-up: 4.09,Sign-up: 61.34,0,0,4.09,0,0,0,"115,872",0,0.00%,0, --,0.00%,0.00%,100.00%, --,48.26,0.08%,61.34,0.31,0.01,15,0,0,4.09,61.34,15,6.09,32.41,0.12%,661.34,3.35,0.14,108.6,0,9.9,6.09,661.34,108.6,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,4.09,48.26,0.08%,61.34,15,0.01,0.31,4.09,61.34,15,20878999332,Standard, --,Maximize Conversions (Target CPA),92.42,150, --, --, --, --, --, --,1.21%,"[DOWNLOAD/APP, PURCHASE/WEBSITE, SIGNUP/WEBSITE]", --, --, --, --, --, --, --, --, --, --, --, --, --,10.27%, --,0,0, --,16.87%,3.42,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
3/4/2024,Enabled,UNICEF | MS | Digital | Generic | Traffic, --,USD,70,Daily,Eligible,some ads disapproved,Search,0, --,0,0, --,0,0,0,0,0, --,0, --,0, --,0,0,0,0, --, --, --, --, --,0, --, --, --, --, --, --, --, --, --,0, --, --,2,1,52,36,1,2,"Pending: 2
No Ads: 0
Poor: 0
Average: 1
Good: 0
Excellent: 2",0,5,0,11,0,0,0,0,0,0,0,0,0,0, --,0, --, --, --, --, --,0,0.00%,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0, --,0,0,0,0,0,0,0,21161881663,Standard, --,Maximize Conversions (Target CPA),91.6,140, --, --, --, --, --, --,0.34%,[SIGNUP/WEBSITE], --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
2/26/2024,Paused,UNICEF 2023 | Conv. Directa  | Youtube | MCO (USD), --,USD,1500,Campaign Total,Paused,campaign paused; campaign ended; unknown,Video,0, --,0,0, --,0,0,0,0,0, --,0, --,0, --,0,0,0,0, --, --, --, --, --,0, --, --, --, --, --, --, --, --, --,0, --, --,0,0,,,0,, --,,4,,0,0,0,0,0,0,0,0,0,0,0, --,0, --, --, --, --, --,0,0.00%,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0, --,0,0,0,0,0,0,0,20402921981,Drive conversions, --,Maximize Conversions, --, --, --, --, --, --, --, --, --,"[DOWNLOAD/APP, PURCHASE/WEBSITE, SIGNUP/WEBSITE]", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
2/19/2024,Paused,UNICEF 2023 | Conv. Directa  | Youtube | MCO (USD), --,USD,1500,Campaign Total,Paused,campaign paused; campaign ended; unknown,Video,0, --,0,0, --,0,0,0,0,0, --,0, --,0, --,0,0,0,0, --, --, --, --, --,0, --, --, --, --, --, --, --, --, --,0, --, --,0,0,,,0,, --,,4,,0,0,0,0,0,0,0,0,0,0,0, --,0, --, --, --, --, --,0,0.00%,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0, --,0,0,0,0,0,0,0,20402921981,Drive conversions, --,Maximize Conversions, --, --, --, --, --, --, --, --, --,"[DOWNLOAD/APP, PURCHASE/WEBSITE, SIGNUP/WEBSITE]", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
4/15/2024,Paused,UNICEF 2023 | Conv. Directa  | Youtube | MCO (USD), --,USD,1500,Campaign Total,Paused,campaign paused; campaign ended; unknown,Video,0, --,0,0, --,0,0,0,0,0, --,0, --,0, --,0,0,0,0, --, --, --, --, --,0, --, --, --, --, --, --, --, --, --,0, --, --,0,0,,,0,, --,,4,,0,0,0,0,0,0,0,0,0,0,0, --,0, --, --, --, --, --,0,0.00%,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0, --,0,0,0,0,0,0,0,20402921981,Drive conversions, --,Maximize Conversions, --, --, --, --, --, --, --, --, --,"[DOWNLOAD/APP, PURCHASE/WEBSITE, SIGNUP/WEBSITE]", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
4/1/2024,Paused,UNICEF 2023 | Conv. Directa  | Youtube | MCO (USD), --,USD,1500,Campaign Total,Paused,campaign paused; campaign ended; unknown,Video,0, --,0,0, --,0,0,0,0,0, --,0, --,0, --,0,0,0,0, --, --, --, --, --,0, --, --, --, --, --, --, --, --, --,0, --, --,0,0,,,0,, --,,4,,0,0,0,0,0,0,0,0,0,0,0, --,0, --, --, --, --, --,0,0.00%,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0, --,0,0,0,0,0,0,0,20402921981,Drive conversions, --,Maximize Conversions, --, --, --, --, --, --, --, --, --,"[DOWNLOAD/APP, PURCHASE/WEBSITE, SIGNUP/WEBSITE]", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
3/25/2024,Paused,UNICEF 2023 | Conv. Directa  | Youtube | MCO (USD), --,USD,1500,Campaign Total,Paused,campaign paused; campaign ended; unknown,Video,0, --,0,0, --,0,0,0,0,0, --,0, --,0, --,0,0,0,0, --, --, --, --, --,0, --, --, --, --, --, --, --, --, --,0, --, --,0,0,,,0,, --,,4,,0,0,0,0,0,0,0,0,0,0,0, --,0, --, --, --, --, --,0,0.00%,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0, --,0,0,0,0,0,0,0,20402921981,Drive conversions, --,Maximize Conversions, --, --, --, --, --, --, --, --, --,"[DOWNLOAD/APP, PURCHASE/WEBSITE, SIGNUP/WEBSITE]", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
4/22/2024,Paused,UNICEF 2023 | Conv. Directa  | Youtube | MCO (USD), --,USD,1500,Campaign Total,Paused,campaign paused; campaign ended; unknown,Video,0, --,0,0, --,0,0,0,0,0, --,0, --,0, --,0,0,0,0, --, --, --, --, --,0, --, --, --, --, --, --, --, --, --,0, --, --,0,0,,,0,, --,,4,,0,0,0,0,0,0,0,0,0,0,0, --,0, --, --, --, --, --,0,0.00%,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0, --,0,0,0,0,0,0,0,20402921981,Drive conversions, --,Maximize Conversions, --, --, --, --, --, --, --, --, --,"[DOWNLOAD/APP, PURCHASE/WEBSITE, SIGNUP/WEBSITE]", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
2/12/2024,Paused,UNICEF 2023 | Conv. Directa  | Youtube | MCO (USD), --,USD,1500,Campaign Total,Paused,campaign paused; campaign ended; unknown,Video,0, --,0,0, --,0,0,0,0,0, --,0, --,0, --,0,0,0,0, --, --, --, --, --,0, --, --, --, --, --, --, --, --, --,0, --, --,0,0,,,0,, --,,4,,0,0,0,0,0,0,0,0,0,0,0, --,0, --, --, --, --, --,0,0.00%,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0, --,0,0,0,0,0,0,0,20402921981,Drive conversions, --,Maximize Conversions, --, --, --, --, --, --, --, --, --,"[DOWNLOAD/APP, PURCHASE/WEBSITE, SIGNUP/WEBSITE]", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
3/18/2024,Paused,UNICEF 2023 | Conv. Directa  | Youtube | MCO (USD), --,USD,1500,Campaign Total,Paused,campaign paused; campaign ended; unknown,Video,0, --,0,0, --,0,0,0,0,0, --,0, --,0, --,0,0,0,0, --, --, --, --, --,0, --, --, --, --, --, --, --, --, --,0, --, --,0,0,,,0,, --,,4,,0,0,0,0,0,0,0,0,0,0,0, --,0, --, --, --, --, --,0,0.00%,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0, --,0,0,0,0,0,0,0,20402921981,Drive conversions, --,Maximize Conversions, --, --, --, --, --, --, --, --, --,"[DOWNLOAD/APP, PURCHASE/WEBSITE, SIGNUP/WEBSITE]", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
1/29/2024,Paused,UNICEF 2023 | Conv. Directa  | Youtube | MCO (USD), --,USD,1500,Campaign Total,Paused,campaign paused; campaign ended; unknown,Video,0, --,0,0, --,0,0,0,0,0, --,0, --,0, --,0,0,0,0, --, --, --, --, --,0, --, --, --, --, --, --, --, --, --,0, --, --,0,0,,,0,, --,,4,,0,0,0,0,0,0,0,0,0,0,0, --,0, --, --, --, --, --,0,0.00%,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0, --,0,0,0,0,0,0,0,20402921981,Drive conversions, --,Maximize Conversions, --, --, --, --, --, --, --, --, --,"[DOWNLOAD/APP, PURCHASE/WEBSITE, SIGNUP/WEBSITE]", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
4/29/2024,Paused,UNICEF 2023 | Conv. Directa  | Youtube | MCO (USD), --,USD,1500,Campaign Total,Paused,campaign paused; campaign ended; unknown,Video,0, --,0,0, --,0,0,0,0,0, --,0, --,0, --,0,0,0,0, --, --, --, --, --,0, --, --, --, --, --, --, --, --, --,0, --, --,0,0,,,0,, --,,4,,0,0,0,0,0,0,0,0,0,0,0, --,0, --, --, --, --, --,0,0.00%,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0, --,0,0,0,0,0,0,0,20402921981,Drive conversions, --,Maximize Conversions, --, --, --, --, --, --, --, --, --,"[DOWNLOAD/APP, PURCHASE/WEBSITE, SIGNUP/WEBSITE]", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
4/8/2024,Paused,UNICEF 2023 | Conv. Directa  | Youtube | MCO (USD), --,USD,1500,Campaign Total,Paused,campaign paused; campaign ended; unknown,Video,0, --,0,0, --,0,0,0,0,0, --,0, --,0, --,0,0,0,0, --, --, --, --, --,0, --, --, --, --, --, --, --, --, --,0, --, --,0,0,,,0,, --,,4,,0,0,0,0,0,0,0,0,0,0,0, --,0, --, --, --, --, --,0,0.00%,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0, --,0,0,0,0,0,0,0,20402921981,Drive conversions, --,Maximize Conversions, --, --, --, --, --, --, --, --, --,"[DOWNLOAD/APP, PURCHASE/WEBSITE, SIGNUP/WEBSITE]", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
3/11/2024,Paused,UNICEF 2023 | Conv. Directa  | Youtube | MCO (USD), --,USD,1500,Campaign Total,Paused,campaign paused; campaign ended; unknown,Video,0, --,0,0, --,0,0,0,0,0, --,0, --,0, --,0,0,0,0, --, --, --, --, --,0, --, --, --, --, --, --, --, --, --,0, --, --,0,0,,,0,, --,,4,,0,0,0,0,0,0,0,0,0,0,0, --,0, --, --, --, --, --,0,0.00%,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0, --,0,0,0,0,0,0,0,20402921981,Drive conversions, --,Maximize Conversions, --, --, --, --, --, --, --, --, --,"[DOWNLOAD/APP, PURCHASE/WEBSITE, SIGNUP/WEBSITE]", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
2/5/2024,Paused,UNICEF 2023 | Conv. Directa  | Youtube | MCO (USD), --,USD,1500,Campaign Total,Paused,campaign paused; campaign ended; unknown,Video,0, --,0,0, --,0,0,0,0,0, --,0, --,0, --,0,0,0,0, --, --, --, --, --,0, --, --, --, --, --, --, --, --, --,0, --, --,0,0,,,0,, --,,4,,0,0,0,0,0,0,0,0,0,0,0, --,0, --, --, --, --, --,0,0.00%,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0, --,0,0,0,0,0,0,0,20402921981,Drive conversions, --,Maximize Conversions, --, --, --, --, --, --, --, --, --,"[DOWNLOAD/APP, PURCHASE/WEBSITE, SIGNUP/WEBSITE]", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
3/4/2024,Paused,UNICEF 2023 | Conv. Directa  | Youtube | MCO (USD), --,USD,1500,Campaign Total,Paused,campaign paused; campaign ended; unknown,Video,0, --,0,0, --,0,0,0,0,0, --,0, --,0, --,0,0,0,0, --, --, --, --, --,0, --, --, --, --, --, --, --, --, --,0, --, --,0,0,,,0,, --,,4,,0,0,0,0,0,0,0,0,0,0,0, --,0, --, --, --, --, --,0,0.00%,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0, --,0,0,0,0,0,0,0,20402921981,Drive conversions, --,Maximize Conversions, --, --, --, --, --, --, --, --, --,"[DOWNLOAD/APP, PURCHASE/WEBSITE, SIGNUP/WEBSITE]", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
3/4/2024,Enabled,UNICEF | MS | Digital | Pmax, --,USD,200,Daily,Eligible (Limited),most asset groups limited by policy,Performance Max,"15,070",6.99%,0.04,554.85,2.35%,1,"5,062","215,513",0,"10,340",43.86%,536,9.57%,818,5.15%,0.11,0.01,2.57,0.01, --, --, --, --, --,"6,636",29.01%,0.21%,5.00%,"416,551",18.2, --, --, --, --,"215,513", --, --,0,0,,,0,, --,,4,,0,Sign-up: 1.00,Sign-up: 15.00,0,0,1,0,0,0,"215,513",0,0.00%,0, --,0.00%,0.00%,100.00%, --,554.85,0.01%,15,0.03,0,15,0,0,1,15,15,2,277.43,0.01%,16,0.03,0,8,0,0,2.22,16.22,7.31,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,1,554.85,0.01%,15,15,0,0.03,1,15,15,20878999332,Standard, --,Maximize Conversions (Target CPA),92.42,150, --, --, --, --, --, --,1.21%,"[DOWNLOAD/APP, PURCHASE/WEBSITE, SIGNUP/WEBSITE]", --, --, --, --, --, --, --, --, --, --, --, --, --,14.92%, --,0,0, --,24.78%,3.48,12.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
3/11/2024,Enabled,UNICEF | MS | Digital | Generic | Traffic, --,USD,70,Daily,Eligible,some ads disapproved,Search,0, --,0,0, --,0,0,0,0,0, --,0, --,0, --,0,0,0,0, --, --, --, --, --,0, --, --, --, --, --, --, --, --, --,0, --, --,2,1,52,36,1,2,"Pending: 2
No Ads: 0
Poor: 0
Average: 1
Good: 0
Excellent: 2",0,5,0,11,0,0,0,0,0,0,0,0,0,0, --,0, --, --, --, --, --,0,0.00%,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0, --,0,0,0,0,0,0,0,21161881663,Standard, --,Maximize Conversions (Target CPA),91.6,140, --, --, --, --, --, --,0.34%,[SIGNUP/WEBSITE], --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
