Week,Campaign status,Campaign,Budget name,Currency code,Budget,Budget type,Status,Status reasons,Optimization score,Campaign type,Avg. CPV,Avg. CPM,Interactions,Interaction rate,Avg. cost,Cost,CTR,Engagement rate,Invalid Interaction rate,Avg. target cost per in-app action,Avg. watch time / impr.,Impr. (Top) %,Invalid clicks,Views,Video played to 25%,Video played to 50%,Video played to 75%,Video played to 100%,Avg. target CPA optimization,Avg. target CPA,View rate (In-stream),View rate (In-feed),View rate (Shorts),Impr. (co-viewed),Invalid click rate,All video ad seq. impr.,Engagements,Invalid Interactions,Avg. CPE,Avg. target ROAS optimization,Avg. target ROAS,Watch time,Impr. (Abs. Top) %,Number of disapproved keywords,Number of eligible sitelinks (legacy),Number of eligible images (upgraded),Ad strength details,Number of eligible keywords,Number of disapproved ads,Number of eligible responsive search ads,Number of eligible ads,Number of eligible ad groups,Number of eligible sitelinks (upgraded),Number of eligible images (legacy),Contact,Purchase,Add to cart,Phone call lead,Results value,Outbound click,Results,Download,Submit lead form,Viewable impr.,Measurable cost,Viewable impr. distrib.,Non-viewable impr.,Measurable rate,Non-viewable impr. distrib.,Measurable impr.,Avg. viewable CPM,Non-measurable impr. distrib.,Non-measurable impr.,Viewable CTR,Viewable rate,Value adjustment,Value / conv.,Conv. rate,Conv. value / click,New customer lifetime value,Conversions (by conv. time),Conv. value (by conv. time),Value / conv. (by conv. time),All conv. rate,Value / all conv.,All conv. value,All value adjustment,Cost / all conv.,All conv. value / click,All conv.,All conv. value / cost,All new customer lifetime value,All conv. (by conv. time),All conv. value (by conv. time),Value / all conv. (by conv. time),Units sold,Cost of goods sold,Cross-sell cost of goods sold,Lead cost of goods sold,Cross-device conv. value (by conv. time),Avg. order value,Gross profit margin,Lead gross profit,Cross-sell gross profit,Cross-device conv. (by conv. time),Revenue,Gross profit,Lead units sold,Cross-sell units sold,Cross-device conv. value,Orders,Avg. cart size,Lead revenue,Cross-sell revenue,Cross-device conv.,View-through conv.,New customers,Store visits,Store visit value,Store visit value / Store visit,View-through store visits,Currency code,Est. add. cost/wk (rec. budget),Est. add. interactions/wk (rec. budget),Recommended budget,Conversions (current model),Value / conv. (current model),"Conv. value (current model, by conv. time)",Store visits (data-driven),Cost / conv. (current model),Conv. value / click (current model),"Value / conv. (current model, by conv. time)",Store visits (last click),Conv. rate (current model),Conv. value / cost (current model),Conv. value (current model),"Conversions (current model, by conv. time)",Bid strategy,Target ROAS,Label,Campaign subtype,Target CPA,Max CPC Bid Limit for Target IS,Conversion goals,Target Impression Share,Account optimization headroom,Campaign ID,Location Goal for Target IS,Campaign group,Search impr. share,Search top IS,Search abs. top IS,Search lost IS (rank),Search lost top IS (budget),Search lost IS (budget),Search lost abs. top IS (rank),Search lost top IS (rank),Search lost abs. top IS (budget),Display lost IS (budget),Display impr. share,Relative CTR,Display lost IS (rank),Search exact match IS,Click share,Phone calls,Phone impr.,PTR,Chat rate,Message impr.,Chats,Earned likes,Earned views,Earned playlist additions,Earned shares,Earned subscribers,Keyword changes,Network changes,Bid changes,Ad changes,Budget changes,Targeting changes,All changes,Status changes,Avg. impr. freq. / user,1+,2+,3+,4+,5+,10+,Unique users,Avg. impr. freq. / user (7 days),Avg. impr. freq. / user (30 days),Gmail clicks to website,Gmail saves,Gmail forwards,%LeadCuento,ADC Lead,Donación,Festeja Lead,Paso 0 %,Paso Dona,ROAS LTV Prom,Valor Donaciones x8,$CuentoDona,Dona %,Donar Cuentos,Lead Cuentos,Paso 1,Paso Dona %,VAC Dona,ADC Donar,Dona Valor,Festeja Dona,Paso 0,Paso 1 %,ROAS LTM x8,VAC Lead,Impr.,Bid strategy type,Clicks,Conv. value,Conv. value / cost,Conversions,Avg. CPC,Cost / conv.
2/26/2024,Enabled,leads_legados_testamento_demandgen_AO, --,ARS,27081,Daily,Eligible (Limited),limited by budget; unknown,100,Demand Gen,0,0,0, --,0,0, --, --, --, --, --, --,0,0, --, --, --, --, --, --, --, --, --,0, --,0,0,0,0, --, --, --, --,,,0, --,,0,,6,2,0,,0,0,0,0,0,0,0,0,0,0,0, --,0, --, --,0,0, --,0, --, --,0,0,0.00%,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARS, --, --, --,0,0,0,0,0,0,0,0, --,0,0,0, --, --, --,Standard, --, --,[SUBMIT_LEAD_FORM/WEBSITE], --,0.00%,21067851263, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maximize Conversions,0,0,0,0,0,0
4/22/2024,Enabled,conversiones_prospect_drtv_searchgeneric_AO, --,ARS,8500,Daily,Eligible (Limited),unknown; some ads disapproved,100,Search,0,1376.11,732,3.92%,35.09,25686.51,3.92%, --,7.58%, --, --,50.91%,60,0, --, --, --, --, --,15750, --, --, --,"18,666",7.58%,0,0,60,0, --, --, --,38.98%,144,0,14,"Pending: 3
No Ads: 0
Poor: 4
Average: 1
Good: 4
Excellent: 10",13,9,3,3,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"18,666", --, --,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARS, --, --, --,0,0,0,0,0,0,0,0,0.00%,0,0,0, --, --,DRTV,Standard,15750, --,[PURCHASE/WEBSITE], --,0.00%,9685444555, --, --,33.75%,17.23%,13.20%,65.88%,0.38%,0.38%,86.43%,82.39%,0.38%, --, --, --, --,49.95%,17.58%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,666",Maximize Conversions (Target CPA),732,0,0,0,35.09,0
3/18/2024,Enabled,conversiones_prospect_drtv_searchbrand_AO, --,ARS,18000,Daily,Eligible,some ads disapproved,99.81,Search,0,14641.95,576,22.09%,66.27,38171.56,22.09%, --,11.25%, --, --,90.14%,73,0, --, --, --, --, --,2500, --, --, --,"2,607",11.25%,0,0,73,0, --, --, --,80.23%,112,0,3,"Pending: 7
No Ads: 0
Poor: 4
Average: 1
Good: 1
Excellent: 9",14,19,4,4,4,5,1,1,11,0,2,Phone call lead: 2.00; Purchase: 11.00; Submit lead form: 1.00,0,Contact: 1.00; Phone call lead: 2.00; Purchase: 11.00; Submit lead form: 1.00,0,1,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"2,607", --, --,0,1,1.91%,0.02,0,11,11,1,2.60%,0.93,14,0,2544.77,0.02,15,0,0,13,13,1,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARS, --, --, --,11,1,11,0,3470.14,0.02,1,0,1.91%,0,11,11, --, --,DRTV; Brand,Standard,7000, --,[PURCHASE/WEBSITE], --,0.01%,950901517, --, --,41.88%,37.93%,33.76%,58.12%,0.00%,0.00%,66.24%,62.07%,0.00%, --, --, --, --,81.54%,60.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,607",Maximize Conversions (Target CPA),576,11,0,11,66.27,3470.14
3/4/2024,Enabled,conversiones_prospect_drtv_searchgeneric_AO, --,ARS,8500,Daily,Eligible (Limited),unknown; some ads disapproved,100,Search,0,1235.17,534,3.89%,31.75,16955.16,3.89%, --,21.47%, --, --,55.09%,146,0, --, --, --, --, --,15750, --, --, --,"13,727",21.47%,0,0,146,0, --, --, --,31.65%,144,0,14,"Pending: 3
No Ads: 0
Poor: 4
Average: 1
Good: 4
Excellent: 10",13,9,3,3,3,8,1,0,2,0,0,Purchase: 2.00,0,Purchase: 2.00,0,0,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"13,727", --, --,0,1,0.37%,0,0,2,2,1,0.37%,1,2,0,8477.58,0,2,0,0,2,2,1,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARS, --, --, --,2,1,2,0,8477.58,0,1,0,0.37%,0,2,2, --, --,DRTV,Standard,15750, --,[PURCHASE/WEBSITE], --,0.00%,9685444555, --, --,28.27%,15.74%,< 10%,71.68%,0.04%,0.04%,> 90%,84.21%,0.04%, --, --, --, --,43.58%,< 10%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,727",Maximize Conversions (Target CPA),534,2,0,2,31.75,8477.58
4/29/2024,Enabled,leads_legados_testamento_demandgen_AO, --,ARS,27081,Daily,Eligible (Limited),limited by budget; unknown,100,Demand Gen,41.54,1260.67,"1,898",4.78%,26.37,50043.43,4.19%,9.16%,3.85%, --,14.5, --,0,66,23.79%,14.81%,12.14%,10.19%, --, --,16.61%,0.16%,9.30%,"39,696",0.00%,0,350,76,9.03, --, --,"4,668", --,,,0, --,,0,,6,2,0,,0,0,0,0,Submit lead form: 1.00,0,Submit lead form: 1.00,0,1,"2,848",2912.15,7.17%,"1,204",10.21%,3.03%,"4,052",1022.52,89.79%,"35,644", --,70.29%,0,1,0.05%,0,0,1,1,1,0.63%,0.17,2,0,4170.29,0,12,0,0,12,2,0.17,0,0, --, --,1,0, --, --, --,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,ARS, --, --, --,1,1,1,0,50043.43,0,1,0,0.05%,0,1,1, --, --, --,Standard, --, --,[SUBMIT_LEAD_FORM/WEBSITE], --,0.00%,21067851263, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,,,,,,,"29,285",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"39,696",Maximize Conversions,"1,665",1,0,1,30.06,50043.43
4/8/2024,Enabled,conversiones_prospect_drtv_searchbrand_AO, --,ARS,18000,Daily,Eligible,some ads disapproved,99.81,Search,0,15945.66,592,21.30%,74.85,44313,21.30%, --,9.89%, --, --,80.30%,65,0, --, --, --, --, --,2500, --, --, --,"2,779",9.89%,0,0,65,0, --, --, --,68.92%,112,0,3,"Pending: 7
No Ads: 0
Poor: 4
Average: 1
Good: 1
Excellent: 9",14,19,4,4,4,5,1,1,12.97,0,1,Phone call lead: 1.00; Purchase: 12.97,0,Contact: 1.00; Phone call lead: 1.00; Purchase: 12.97,0,0,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"2,779", --, --,0,1,2.19%,0.02,0,11.97,11.97,1,2.53%,0.93,13.97,0,2960.78,0.02,14.97,0,0,13.97,12.97,0.93,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARS, --, --, --,12.97,1,11.97,0,3417.45,0.02,1,0,2.19%,0,12.97,11.97, --, --,DRTV; Brand,Standard,7000, --,[PURCHASE/WEBSITE], --,0.01%,950901517, --, --,38.51%,31.00%,26.61%,61.49%,0.00%,0.00%,73.39%,69.00%,0.00%, --, --, --, --,84.26%,57.61%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,12.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,779",Maximize Conversions (Target CPA),592,12.97,0,12.97,74.85,3417.45
3/11/2024,Enabled,leads_legados_testamento_demandgen_AO, --,ARS,27081,Daily,Eligible (Limited),limited by budget; unknown,100,Demand Gen,7.16,939.91,"16,354",6.47%,14.53,237568.44,6.26%,13.08%,3.60%, --,14.3, --,0,245,22.44%,13.78%,11.51%,7.50%, --, --,16.99%,0.14%,3.48%,"252,757",0.00%,0,600,611,2.95, --, --,"19,305", --,,,0, --,,0,,6,2,0,,4,1,0,0,Purchase: 1.00; Submit lead form: 23.00,0,Contact: 4.00; Purchase: 1.00; Submit lead form: 23.00,0,23,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"252,757",0.00%, --,0,1,0.14%,0,0,23,23,1,0.70%,0.21,24,0,2047.46,0,116.03,0,0,114,23,0.2,0,0, --, --,0,0, --, --, --,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,ARS, --, --, --,23,1,23,0,10329.06,0,1,0,0.14%,0,23,23, --, --, --,Standard, --, --,[SUBMIT_LEAD_FORM/WEBSITE], --,0.00%,21067851263, --, --, --, --, --, --, --, --, --, --, --,0.10%,< 10%, --,> 90%, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,,,,,,,"210,987",,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"252,757",Maximize Conversions,"15,816",23,0,23,15.02,10329.06
2/12/2024,Enabled,conversiones_prospect_drtv_searchgeneric_AO, --,ARS,8500,Daily,Eligible (Limited),unknown; some ads disapproved,100,Search,0,2074.38,296,2.68%,77.41,22913.58,2.68%, --,5.43%, --, --,58.97%,17,0, --, --, --, --, --,15750, --, --, --,"11,046",5.43%,0,0,17,0, --, --, --,32.58%,144,0,14,"Pending: 3
No Ads: 0
Poor: 4
Average: 1
Good: 4
Excellent: 10",13,9,3,3,3,8,1,0,1,0,0,Purchase: 1.00,0,Purchase: 1.00,0,0,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"11,046", --, --,0,1,0.34%,0,0,1,1,1,0.34%,1,1,0,22913.58,0,1,0,0,1,1,1,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARS, --, --, --,1,1,1,0,22913.58,0,1,0,0.34%,0,1,1, --, --,DRTV,Standard,15750, --,[PURCHASE/WEBSITE], --,0.00%,9685444555, --, --,35.84%,21.40%,11.82%,59.49%,4.85%,4.67%,83.33%,73.76%,4.85%, --, --, --, --,54.47%,14.15%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,046",Maximize Conversions (Target CPA),296,1,0,1,77.41,22913.58
3/25/2024,Enabled,conversiones_prospect_drtv_searchbrand_AO, --,ARS,18000,Daily,Eligible,some ads disapproved,99.81,Search,0,13126.44,371,22.51%,58.31,21632.38,22.51%, --,6.55%, --, --,86.61%,26,0, --, --, --, --, --,2500, --, --, --,"1,648",6.55%,0,0,26,0, --, --, --,75.40%,112,0,3,"Pending: 7
No Ads: 0
Poor: 4
Average: 1
Good: 1
Excellent: 9",14,19,4,4,4,5,1,0,16,0,0,Purchase: 16.00,0,Purchase: 16.00,0,0,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"1,648", --, --,0,1,4.31%,0.04,0,16,16,1,4.31%,1,16,0,1352.02,0.04,16,0,0,18,18,1,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARS, --, --, --,16,1,16,0,1352.02,0.04,1,0,4.31%,0,16,16, --, --,DRTV; Brand,Standard,7000, --,[PURCHASE/WEBSITE], --,0.01%,950901517, --, --,41.75%,36.29%,31.59%,58.25%,0.00%,0.00%,68.41%,63.71%,0.00%, --, --, --, --,79.66%,63.53%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,"1,648",Maximize Conversions (Target CPA),371,16,0,16,58.31,1352.02
3/18/2024,Enabled,leads_legados_testamento_demandgen_AO, --,ARS,27081,Daily,Eligible (Limited),limited by budget; unknown,100,Demand Gen,4.09,666.91,"10,178",5.95%,11.21,114060.16,5.72%,20.56%,3.58%, --,14.7, --,0,198,30.76%,18.57%,14.37%,11.34%, --, --,17.09%,0.13%,0.00%,"171,029",0.00%,0,402,378,2.02, --, --,"17,007", --,,,0, --,,0,,6,2,0,,0,1,0,0,Purchase: 1.00; Submit lead form: 8.00,0,Purchase: 1.00; Submit lead form: 8.00,0,8,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"171,029",0.05%, --,0,1,0.08%,0,0,8,8,1,0.57%,0.15,9,0,1922.17,0,59.34,0,0,60.37,9,0.15,0,0, --, --,0,0, --, --, --,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ARS, --, --, --,8,1,8,0,14257.52,0,1,0,0.08%,0,8,8, --, --, --,Standard, --, --,[SUBMIT_LEAD_FORM/WEBSITE], --,0.00%,21067851263, --, --, --, --, --, --, --, --, --, --, --,0.02%,< 10%, --,> 90%, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,,,,,,,"147,092",,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"171,029",Maximize Conversions,"9,788",8,0,8,11.65,14257.52
1/29/2024,Enabled,conversiones_prospect_drtv_searchbrand_AO, --,ARS,18000,Daily,Eligible,some ads disapproved,99.81,Search,0,11587.97,378,24.93%,46.47,17567.36,24.93%, --,5.74%, --, --,93.00%,23,0, --, --, --, --, --,2500, --, --, --,"1,516",5.74%,0,0,23,0, --, --, --,86.22%,112,0,3,"Pending: 7
No Ads: 0
Poor: 4
Average: 1
Good: 1
Excellent: 9",14,19,4,4,4,5,1,3.01,11,0,1,Phone call lead: 1.00; Purchase: 11.00,0,Contact: 3.01; Phone call lead: 1.00; Purchase: 11.00,0,0,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"1,516", --, --,0,1,2.91%,0.03,0,12,12,1,3.97%,0.8,12,0,1170.58,0.03,15.01,0,0,16.01,13,0.81,0,0, --, --,0,0, --, --, --,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,ARS, --, --, --,11,1,12,0,1597.03,0.03,1,0,2.91%,0,11,12, --, --,DRTV; Brand,Standard,7000, --,[PURCHASE/WEBSITE], --,0.01%,950901517, --, --,65.75%,61.47%,56.98%,34.25%,0.00%,0.00%,43.02%,38.53%,0.00%, --, --, --, --,95.56%,84.86%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,"1,516",Maximize Conversions (Target CPA),378,11,0,11,46.47,1597.03
2/26/2024,Enabled,conversiones_prospect_drtv_searchgeneric_AO, --,ARS,8500,Daily,Eligible (Limited),unknown; some ads disapproved,100,Search,0,1661.59,558,3.82%,43.49,24267.54,3.82%, --,6.38%, --, --,56.40%,38,0, --, --, --, --, --,15750, --, --, --,"14,605",6.38%,0,0,38,0, --, --, --,35.27%,144,0,14,"Pending: 3
No Ads: 0
Poor: 4
Average: 1
Good: 4
Excellent: 10",13,9,3,3,3,8,1,0,1.33,0,1,Phone call lead: 1.00; Purchase: 1.33,0,Phone call lead: 1.00; Purchase: 1.33,0,0,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"14,605", --, --,0,1,0.24%,0,0,1.33,1.33,1,0.42%,1,2.33,0,10400.37,0,2.33,0,0,2.33,2.33,1,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARS, --, --, --,1.33,1,1.33,0,18200.66,0,1,0,0.24%,0,1.33,1.33, --, --,DRTV,Standard,15750, --,[PURCHASE/WEBSITE], --,0.00%,9685444555, --, --,32.33%,18.28%,11.43%,67.67%,0.00%,0.00%,88.57%,81.73%,0.00%, --, --, --, --,52.02%,14.07%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,605",Maximize Conversions (Target CPA),558,1.33,0,1.33,43.49,18200.66
4/15/2024,Enabled,conversiones_prospect_drtv_searchgeneric_AO, --,ARS,8500,Daily,Eligible (Limited),unknown; some ads disapproved,100,Search,0,789.7,838,4.95%,15.95,13365.69,4.95%, --,4.45%, --, --,46.02%,39,0, --, --, --, --, --,15750, --, --, --,"16,925",4.45%,0,0,39,0, --, --, --,33.63%,144,0,14,"Pending: 3
No Ads: 0
Poor: 4
Average: 1
Good: 4
Excellent: 10",13,9,3,3,3,8,1,0,2,0,0,Purchase: 2.00,0,Purchase: 2.00,0,0,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"16,925", --, --,0,1,0.24%,0,0,2,2,1,0.24%,1,2,0,6682.84,0,2,0,0,2,2,1,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARS, --, --, --,2,1,2,0,6682.84,0,1,0,0.24%,0,2,2, --, --,DRTV,Standard,15750, --,[PURCHASE/WEBSITE], --,0.00%,9685444555, --, --,23.82%,10.99%,< 10%,76.18%,0.00%,0.00%,> 90%,89.01%,0.00%, --, --, --, --,36.46%,13.59%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,925",Maximize Conversions (Target CPA),838,2,0,2,15.95,6682.84
3/18/2024,Enabled,conversiones_prospect_drtv_searchgeneric_AO, --,ARS,8500,Daily,Eligible (Limited),unknown; some ads disapproved,100,Search,0,883.67,783,4.89%,18.07,14150.18,4.89%, --,5.21%, --, --,53.45%,43,0, --, --, --, --, --,15750, --, --, --,"16,013",5.21%,0,0,43,0, --, --, --,37.98%,144,0,14,"Pending: 3
No Ads: 0
Poor: 4
Average: 1
Good: 4
Excellent: 10",13,9,3,3,3,8,1,0,1,0,0,Purchase: 1.00,0,Purchase: 1.00,0,0,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"16,013", --, --,0,1,0.13%,0,0,1,1,1,0.13%,1,1,0,14150.18,0,1,0,0,1,1,1,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARS, --, --, --,1,1,1,0,14150.18,0,1,0,0.13%,0,1,1, --, --,DRTV,Standard,15750, --,[PURCHASE/WEBSITE], --,0.00%,9685444555, --, --,25.65%,13.76%,< 10%,74.35%,0.00%,0.00%,> 90%,86.24%,0.00%, --, --, --, --,36.28%,15.07%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,013",Maximize Conversions (Target CPA),783,1,0,1,18.07,14150.18
4/1/2024,Enabled,conversiones_prospect_drtv_searchbrand_AO, --,ARS,18000,Daily,Eligible,some ads disapproved,99.81,Search,0,10895.01,440,20.63%,52.82,23239.05,20.63%, --,6.58%, --, --,83.87%,31,0, --, --, --, --, --,2500, --, --, --,"2,133",6.58%,0,0,31,0, --, --, --,76.83%,112,0,3,"Pending: 7
No Ads: 0
Poor: 4
Average: 1
Good: 1
Excellent: 9",14,19,4,4,4,5,1,1,11,0,2,Phone call lead: 2.00; Purchase: 11.00,0,Contact: 1.00; Phone call lead: 2.00; Purchase: 11.00,0,0,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"2,133", --, --,0,1,2.50%,0.03,0,11,11,1,3.18%,0.93,13,0,1659.93,0.03,14,0,0,14,13,0.93,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARS, --, --, --,11,1,11,0,2112.64,0.03,1,0,2.50%,0,11,11, --, --,DRTV; Brand,Standard,7000, --,[PURCHASE/WEBSITE], --,0.01%,950901517, --, --,44.47%,37.37%,34.23%,55.53%,0.00%,0.00%,65.77%,62.63%,0.00%, --, --, --, --,87.01%,66.56%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,133",Maximize Conversions (Target CPA),440,11,0,11,52.82,2112.64
4/29/2024,Enabled,conversiones_prospect_drtv_searchbrand_AO, --,ARS,18000,Daily,Eligible,some ads disapproved,99.81,Search,0,9837.94,122,23.28%,42.25,5155.08,23.28%, --,11.59%, --, --,83.93%,16,0, --, --, --, --, --,2500, --, --, --,524,11.59%,0,0,16,0, --, --, --,72.54%,112,0,3,"Pending: 7
No Ads: 0
Poor: 4
Average: 1
Good: 1
Excellent: 9",14,19,4,4,4,5,1,0,1,0,0,Purchase: 1.00,0,Purchase: 1.00,0,0,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,524, --, --,0,1,0.82%,0.01,0,1,1,1,0.82%,1,1,0,5155.08,0.01,1,0,0,1,1,1,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARS, --, --, --,1,1,1,0,5155.08,0.01,1,0,0.82%,0,1,1, --, --,DRTV; Brand,Standard,7000, --,[PURCHASE/WEBSITE], --,0.01%,950901517, --, --,42.95%,35.66%,30.79%,57.05%,0.00%,0.00%,69.21%,64.34%,0.00%, --, --, --, --,83.26%, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,Maximize Conversions (Target CPA),122,1,0,1,42.25,5155.08
2/12/2024,Enabled,leads_legados_testamento_demandgen_AO, --,ARS,27081,Daily,Eligible (Limited),limited by budget; unknown,100,Demand Gen,0,0,0, --,0,0, --, --, --, --, --, --,0,0, --, --, --, --, --, --, --, --, --,0, --,0,0,0,0, --, --, --, --,,,0, --,,0,,6,2,0,,0,0,0,0,0,0,0,0,0,0,0, --,0, --, --,0,0, --,0, --, --,0,0,0.00%,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARS, --, --, --,0,0,0,0,0,0,0,0, --,0,0,0, --, --, --,Standard, --, --,[SUBMIT_LEAD_FORM/WEBSITE], --,0.00%,21067851263, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maximize Conversions,0,0,0,0,0,0
